#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A966DF
#Date Time: 2023-12-22 19:20:31.252
#Start: 20 Hz
#Stop: 20000 Hz
#Steps: 301
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 61.5666 V
#Offset: -0.00131367 V
#Relative: no

#
Frequency (Hz),Channel 1 Magnitude (dB)
289.0879541491857,-49.68397782973875
295.8216776336417,-49.56667928956587
302.7122496872418,-49.52174447795941
309.7633237824966,-49.32690044222716
316.978638492223,-49.16976909519591
324.3620194717861,-49.17316633370164
331.9173814875124,-48.84905920893737
339.6487304923489,-48.64941120461908
347.5601657498752,-48.60817651825244
355.655882007785,-48.48626429203848
363.9401717219967,-48.36710573559037
372.4174273325737,-48.27144272727863
381.0921435926499,-48.39925647478805
389.9689199516091,-47.95853663416744
399.0524629937762,-47.88664254312582
408.3475889339061,-47.62698923444165
417.8592261708079,-47.62309435103792
427.5924179004467,-47.46005369051197
437.5523247899108,-47.31192596815281
447.744227713668,-47.15280238675261
458.1735305535549,-47.16877282651837
468.8457630639848,-47.08628809944813
479.7665838038982,-46.8942640442781
490.9417831370064,-46.78160785723749
502.3772863019165,-46.60599210170999
514.0791565537729,-46.58760974141061
526.0535983790769,-46.52333276451634
538.3069607853836,-46.38181339596365
550.8457406676334,-46.27039607313439
563.6765862528913,-46.19030810438916
576.8063006253217,-45.92828360579419
590.2418453332774,-45.95673407597346
603.9903440804038,-45.83823125016834
618.0590865027181,-45.8002516028042
632.4555320336763,-45.64284731033477
647.1873138592565,-45.53832213829311
662.2622429651825,-45.4399123164354
677.6883122784055,-45.43919062817374
693.4737009050633,-45.35529391340914
709.6267784671513,-45.20343420392464
726.1561095402031,-45.09061101724158
743.0704581943452,-44.97091487856652
760.3787926411225,-44.9270349608957
778.0902899885618,-44.8397632182527
796.2143411069947,-44.75715766552462
814.7605556082256,-44.57301213941431
833.7387669406713,-44.5934285371868
853.1590376031855,-44.55703620700152
873.0316644803322,-44.30595412735681
893.367184301927,-44.35804400376671
914.1763792297504,-44.2332479649732
935.4702825743967,-44.18194461737043
957.2601846452776,-44.14412211566739
979.5576387368927,-44.08253663560419
1002.374467254545,-44.1198872216215
1025.72276798273,-43.92966904174641
1049.614920499546,-43.79094355769696
1074.063592740506,-43.75279517097567
1099.081747715249,-43.66554136311431
1124.682650380699,-43.59528233912543
1150.879874674314,-43.56200238260002
1177.687310711178,-43.3742717002868
1205.119172148716,-43.41201539636609
1233.190003722965,-43.29789188472478
1261.914688960387,-43.25378973994221
1291.308458069312,-43.14837450803601
1321.386896015193,-43.01861722093022
1352.165950783964,-43.03073666033378
1383.661941837873,-42.89472637249403
1415.891568768277,-42.73551673544895
1448.87192014998,-42.69641654060152
1482.620482601835,-42.62166911972439
1517.155150058369,-42.4960491349234
1552.494233257384,-42.4638661694278
1588.656469448563,-42.44165593897989
1625.6610323282,-42.32217653868486
1663.527542205343,-42.11269680846566
1702.276076404753,-42.04948217322986
1741.927179912161,-41.93977790215557
1782.501876267492,-41.88456781070013
1824.02167871182,-41.74723243506698
1866.508601593982,-41.72692606078358
1909.985172042873,-41.58764257959936
1954.474441911622,-41.4110998210117
2000,-41.41535416354241
2046.58598456151,-41.16758784432393
2094.2570961018,-41.15483950113257
2143.038610475213,-41.07082486551758
2192.956392286371,-40.93486372836492
2244.036908603928,-40.75437477427391
2296.307242993766,-40.6896732410381
2349.795109879059,-40.60293266969988
2404.528869234827,-40.43698912161472
2460.537541624763,-40.27200751942373
2517.850823588335,-40.0985903072636
2576.499103386269,-40.10044187108016
2636.513477112815,-39.95284709602275
2697.925765183307,-39.85808811871139
2760.768529205771,-39.73066471442282
2825.075089245509,-39.57177287372862
2890.879541491855,-39.36969691267749
2958.216776336416,-39.26800200624045
3027.122496872418,-39.16345892998377
3097.633237824963,-38.95863666728849
3169.786384922227,-38.87848376499506
3243.620194717861,-38.7387002162324
3319.173814875122,-38.58369485389195
3396.487304923488,-38.36088905732869
3475.601657498753,-38.26445221425844
3556.558820077847,-38.10136260783305
3639.401717219967,-37.9404164594465
3724.174273325737,-37.8267708378272
3810.921435926495,-37.6198046056125
3899.689199516091,-37.45941677050291
3990.524629937762,-37.33590979643137
4083.47588933906,-37.1578290307359
4178.59226170808,-37.04888449806909
4275.924179004463,-36.8108508086215
4375.523247899107,-36.66586253285771
4477.44227713668,-36.52077552567448
4581.735305535546,-36.29934493381418
4688.457630639847,-36.14892140207808
4797.665838038982,-35.94318829429266
4909.417831370061,-35.77879251743437
5023.772863019163,-35.63189185610678
5140.791565537729,-35.44557486288614
5260.535983790764,-35.32781186388438
5383.069607853834,-35.1398973829824
5508.457406676334,-34.937661263669
5636.765862528909,-34.78385851124083
5768.063006253211,-34.52810952598884
5902.418453332774,-34.40837097330982
6039.903440804034,-34.26791501890999
6180.590865027181,-34.044663587786
6324.555320336761,-33.91706751345065
6471.873138592567,-33.69844000110719
6622.622429651821,-33.5092072190091
6776.883122784055,-33.31937954277289
6934.737009050635,-33.13864021151734
7096.26778467151,-32.96596461168682
7261.56109540203,-32.79515313471965
7430.704581943452,-32.58239642521998
7603.787926411224,-32.41340974577689
7780.90289988561,-32.1960889741821
7962.143411069947,-32.02582942429987
8147.605556082256,-31.85376108422668
8337.387669406708,-31.64909167096842
8531.590376031856,-31.50889343140695
8730.316644803321,-31.34012680861027
8933.671843019261,-31.09815329192456
9141.763792297505,-30.9398638669505
9354.702825743965,-30.75282390322818
9572.601846452766,-30.57846685950905
9795.576387368921,-30.3395286492722
10023.74467254545,-30.17828674581072
10257.2276798273,-29.98903350050845
10496.14920499545,-29.77814564043648
10740.63592740506,-29.60986608628464
10990.81747715249,-29.42300300542608
11246.82650380698,-29.22770378137675
11508.79874674314,-29.03338561604295
11776.87310711178,-28.83984988221833
12051.19172148715,-28.64561920152116
12331.90003722965,-28.47961967808205
12619.14688960387,-28.28515970822071
12913.08458069311,-28.08657544951508
13213.86896015192,-27.87666439602041
13521.65950783964,-27.68889586828965
13836.61941837873,-27.54132112727185
14158.91568768275,-27.30119346383444
14488.71920149981,-27.12266766702261
14826.20482601835,-26.94456578018544
15171.55150058367,-26.73261160157832
15524.94233257384,-26.54825622500484
15886.56469448563,-26.36069245299589
16256.61032328198,-26.183149860052
16635.27542205343,-25.95345488378146
17022.76076404753,-25.75815574106905
17419.27179912161,-25.57928645371621
17825.0187626749,-25.38997775452489
18240.2167871182,-25.20253719757416
18665.08601593982,-24.9724498149172
19099.85172042871,-24.79185383970345
19544.74441911622,-24.58095929467074
20000,-24.42223747773815
